stage_no,date,departure,arrival,profile_type,finish_type,rider_rank,rider,rider_slug,model_score,projected_scorito_points,expected_finish_low,expected_finish_high,confidence,uncertainty,role_assumption,specialty_score,ranking_score,historical_similarity_score,recent_profile_evidence_score,recent_course_evidence_score,role_factor,evidence
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,36,LAURANCE Axel,axel-laurance,0.10695,4.25,29,43,0.47,high,inferred helper; tactics unconfirmed,0.0,0.0609,0.0,0.4273,0.1831,0.94,"2026 #1 S5 Stage 5 - Eibar › Eibar (hilly; field 702/156; ProfileScore 154, 2709vm, 152.8km; adjusted 0.160); 2026 #3 Tour de Pologne (2.UWT) (hilly; field 462/157; ProfileScore 152, 2234vm, 161.9km; adjusted 0.128)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,37,VAN DEN BOSSCHE Fabio,fabio-van-den-bossche,0.10658,3.96,31,43,0.591,medium-high,inferred helper; tactics unconfirmed,0.0,0.0014,0.4304,0.2965,0.2138,0.94,"2026 #3 La Vuelta Ciclista a España (2.UWT) (flat; field 292/149; ProfileScore 4, 572vm, 236.7km; adjusted 0.276); 2026 #7 Paris-Nice (2.UWT) (unknown; field-class proxy 0.88; ProfileScore 32, 627vm, 50.0km; adjusted 0.067)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,38,ONLEY Oscar,oscar-onley,0.10564,3.8,31,45,0.469,high,inferred helper; tactics unconfirmed,0.0,0.0807,0.0,0.2744,0.1067,0.94,"2026 #1 Vuelta a Burgos (2.Pro) (unknown; field-class proxy 0.72; result profile unavailable; adjusted 0.086); 2026 #9 La Vuelta Ciclista a España (2.UWT) (hilly; field 837/12; ProfileScore 96, 3028vm, 214.3km; adjusted 0.085)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,39,ROGLIČ Primož,primoz-roglic,0.10429,3.62,31,47,0.392,high,inferred helper; tactics unconfirmed,0.0745,0.0933,0.0,0.2697,0.0326,0.94,"2026 #3 Itzulia Basque Country (2.UWT) (hilly; field 346/157; ProfileScore 198, 1489vm, 174.0km; adjusted 0.117); 2026 #9 Tirreno-Adriatico (2.UWT) (hilly; field 931/172; ProfileScore 259, 4007vm, 188.0km; adjusted 0.096)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,40,ALMEIDA João,joao-almeida,0.10209,3.41,32,48,0.387,high,inferred helper; tactics unconfirmed,0.0476,0.0933,0.0,0.2293,0.0552,0.94,"2026 #2 Volta Comunitat Valenciana (2.Pro) (unknown; field-class proxy 0.72; result profile unavailable; adjusted 0.079); 2025 #1 Itzulia Basque Country (2.UWT) (hilly; field 696/163; ProfileScore 248, 3716vm, 153.4km; adjusted 0.078)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,41,GARCÍA PIERNA Raúl,raul-garcia-pierna,0.09985,3.14,35,47,0.572,medium-high,inferred helper; tactics unconfirmed,0.0011,0.0223,0.1219,0.4282,0.2343,0.94,"2026 #3 Tour de France (2.UWT) (hilly; field 1567/187; ProfileScore 108, 2784vm, 181.9km; adjusted 0.194); 2026 #4 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 773/158; ProfileScore 153, 3687vm, 234.3km; adjusted 0.139)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,42,MACÍAS César,cesar-macias-estrada,0.09785,2.97,35,49,0.499,high,inferred protected option,0.0843,0.0599,0.0,0.3165,0.0725,1.045,"2026 #2 In Flanders Fields - From Middelkerke to Wevelgem (1.UWT) (flat; field 28/95; ProfileScore 0, 405vm, 197.6km; adjusted 0.172); 2026 #4 La Vuelta Ciclista a España (2.UWT) (flat; field 10/56; ProfileScore 1, 457vm, 169.5km; adjusted 0.119)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,43,MARTIN Guillaume,guillaume-martin,0.09478,2.76,37,49,0.589,medium-high,inferred protected option,0.0174,0.0398,0.0602,0.3137,0.1559,1.045,"2026 #8 Tour de France (2.UWT) (hilly; field 1567/189; ProfileScore 16, 167vm, 19.6km; adjusted 0.125); 2026 #5 Itzulia Basque Country (2.UWT) (hilly; field 702/151; ProfileScore 207, 3119vm, 167.2km; adjusted 0.123)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,44,BRUSTENGA Marc,marc-brustenga-masague,0.0938,2.59,38,50,0.531,medium-high,inferred protected option,0.0803,0.0547,0.0,0.2983,0.0948,1.045,"2026 #1 Presidential Cycling Tour of Türkiye (2.Pro) (hilly; field 119/132; ProfileScore 54, 1892vm, 174.2km; adjusted 0.096); 2026 #6 S5 Stage 5 - Caleruega › Lagunas de Neila (hilly; field 446/163; ProfileScore 62, 1941vm, 178.0km; adjusted 0.088)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,45,CORT Magnus,magnus-cort-nielsen,0.09346,2.39,39,51,0.611,medium-high,inferred helper; tactics unconfirmed,0.023,0.0201,0.151,0.4682,0.1407,0.94,"2026 #1 Tour de France (2.UWT) (flat; field 75/185; ProfileScore 17, 1632vm, 218.6km; adjusted 0.237); 2026 #1 Volta Ciclista a Catalunya (2.UWT) (hilly; field 821/171; ProfileScore 76, 1898vm, 167.4km; adjusted 0.184)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,46,MIQUEL Pau,pau-miquel-delgado,0.09284,2.25,39,53,0.477,high,inferred co-option,0.0117,0.0418,0.0,0.4119,0.1668,1.0,"2026 #2 Copenhagen Sprint ME (1.UWT) (flat; field 102/161; ProfileScore 3, 850vm, 192.4km; adjusted 0.232); 2026 #2 La Vuelta Ciclista a España (2.UWT) (hilly; field 837/12; ProfileScore 96, 3028vm, 214.3km; adjusted 0.155)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,47,KÜNG Stefan,stefan-kung,0.08993,2.09,40,54,0.455,high,inferred co-option,0.0691,0.0763,0.0,0.1505,0.0544,1.0,"2024 #5 Tour de Suisse (2.UWT) (flat; field 658/185; ProfileScore 6, 1414vm, 259.7km; adjusted 0.065); 2026 #10 Tour de Pologne (2.UWT) (hilly; field 80/138; ProfileScore 107, 2804vm, 153.5km; adjusted 0.043)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,48,FEDOROV Yevgeniy,yevgeniy-fedorov,0.08865,1.92,41,55,0.468,high,inferred co-option,0.0219,0.0437,0.0,0.3372,0.1867,1.0,"2026 #2 Paris-Nice (2.UWT) (hilly; field-class proxy 0.88; one-day race proxy; exact profile unavailable; adjusted 0.174); 2025 #8 S20 Stage 20 - Nantua › Pontarlier (flat; field 1711/174; ProfileScore 25, 1660vm, 160.4km; adjusted 0.133)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,49,ARMIRAIL Bruno,bruno-armirail,0.08844,1.78,41,57,0.39,high,inferred helper; tactics unconfirmed,0.0504,0.0609,0.0,0.2571,0.1227,0.94,"2026 #1 Tour de France (2.UWT) (hilly; field 1567/189; ProfileScore 16, 167vm, 19.6km; adjusted 0.230); 2026 #11 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 773/163; ProfileScore 234, 3202vm, 146.2km; adjusted 0.076)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,50,CAMPRUBÍ Marcel,marcel-camprubi,0.087,1.61,43,57,0.446,high,inferred protected option,0.0004,0.0382,0.0,0.2937,0.1953,1.045,"2026 #2 Tour de Suisse (2.UWT) (hilly; field 584/146; ProfileScore 118, 2460vm, 157.7km; adjusted 0.150); 2026 #1 Sibiu Cycling Tour (2.1) (hilly; field 137/176; ProfileScore 138, 3461vm, 211.9km; adjusted 0.097)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,51,MULUBRHAN Henok,henok-mulubrhan,0.08108,1.47,43,59,0.399,high,inferred helper; tactics unconfirmed,0.0197,0.0507,0.0,0.3266,0.0787,0.94,"2026 #2 Tour of Oman (2.Pro) (hilly; field 338/135; ProfileScore 100, 1493vm, 191.4km; adjusted 0.119); 2026 #2 S6 Stage 6 - Gonghe › Gangcha (hilly; field-class proxy 0.51; one-day race proxy; exact profile unavailable; adjusted 0.101)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,52,VERMAERKE Kevin,kevin-vermaerke,0.08078,1.31,45,59,0.452,high,inferred helper; tactics unconfirmed,0.002,0.0489,0.0,0.278,0.1087,0.94,"2026 #4 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 773/163; ProfileScore 234, 3202vm, 146.2km; adjusted 0.139); 2026 #2 Tour of Austria (2.1) (hilly; field 108/142; ProfileScore 153, 2718vm, 188.0km; adjusted 0.082)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,53,BUSATTO Francesco,francesco-busatto,0.08027,1.12,47,59,0.603,medium-high,inferred co-option,0.0001,0.007,0.0987,0.4009,0.2334,1.0,"2026 #12 Giro d'Italia (2.UWT) (flat; field-class proxy 0.88; matched saved PCS/Scorito stage profile; adjusted 0.183); 2026 #3 Volta Ciclista a Catalunya (2.UWT) (hilly; field 821/171; ProfileScore 76, 1898vm, 167.4km; adjusted 0.155)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,54,HAYTER Ethan,ethan-hayter,0.07869,1.04,47,61,0.451,high,inferred helper; tactics unconfirmed,0.0699,0.0714,0.0,0.1397,0.0487,0.94,2025 #4 Giro dell'Emilia (1.Pro) (hilly; field-class proxy 0.72; one-day race proxy; exact profile unavailable; adjusted 0.054); 2025 #1 S6 Stage 6 - Bukowina Resort › Bukowina Tatrzańska (hilly; field-class proxy 0.51; one-day race proxy; exact profile unavailable; adjusted 0.050)
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,55,KRON Andreas,andreas-kron,0.07808,0.92,48,62,0.427,high,inferred helper; tactics unconfirmed,0.0072,0.0408,0.0,0.2849,0.1565,0.94,"2026 #4 Santos Tour Down Under (2.UWT) (hilly; field 412/150; ProfileScore 169, 2787vm, 148.1km; adjusted 0.113); 2026 #6 S8 Stage 8 - Beaufort › Plateau de Solaison - Brison (hilly; field 773/155; ProfileScore 54, 2111vm, 167.4km; adjusted 0.107)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,56,VERMEERSCH Gianni,gianni-vermeersch,0.0774,0.75,50,62,0.547,medium-high,inferred helper; tactics unconfirmed,0.013,0.027,0.0,0.4375,0.1382,0.94,"2026 #7 La Vuelta Ciclista a España (2.UWT) (flat; field 292/149; ProfileScore 4, 572vm, 236.7km; adjusted 0.195); 2026 #12 Tour Auvergne - Rhône-Alpes (2.UWT) (flat; field 794/183; ProfileScore 14, 1314vm, 258.3km; adjusted 0.175)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,57,DAINESE Alberto,alberto-dainese,0.07691,0.62,51,63,0.58,medium-high,inferred helper; tactics unconfirmed,0.0353,0.0254,0.0,0.4277,0.2198,0.94,"2025 #6 Tour de France (2.UWT) (flat; field 1711/174; ProfileScore 25, 1660vm, 160.4km; adjusted 0.169); 2025 #8 Tour de France (2.UWT) (flat; field 1711/184; ProfileScore 10, 1257vm, 171.4km; adjusted 0.142)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,58,UIJTDEBROEKS Cian,cian-uijtdebroeks,0.07507,0.62,50,66,0.384,high,inferred helper; tactics unconfirmed,0.006,0.0564,0.0,0.195,0.0631,0.94,"2026 #5 Volta Ciclista a Catalunya (2.UWT) (hilly; field 346/157; ProfileScore 198, 1489vm, 174.0km; adjusted 0.098); 2026 #14 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 773/163; ProfileScore 234, 3202vm, 146.2km; adjusted 0.058)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,59,BUITRAGO Santiago,santiago-buitrago-sanchez,0.07465,0.52,51,67,0.393,high,inferred helper; tactics unconfirmed,0.0139,0.0484,0.0,0.2789,0.1061,0.94,"2026 #1 Tirreno-Adriatico (2.UWT) (hilly; field 356/172; ProfileScore 176, 3475vm, 192.0km; adjusted 0.141); 2026 #6 Tirreno-Adriatico (2.UWT) (hilly; field 931/172; ProfileScore 259, 4007vm, 188.0km; adjusted 0.125)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,60,BRAET Vito,vito-braet,0.07386,0.37,53,67,0.512,high,inferred co-option,0.0008,0.0047,0.0,0.4276,0.306,1.0,"2026 #4 Tour Auvergne - Rhône-Alpes (2.UWT) (flat; field 773/153; ProfileScore 48, 2200vm, 195.8km; adjusted 0.347); 2026 #2 Paris-Nice (2.UWT) (hilly; field 659/165; ProfileScore 73, 1779vm, 170.9km; adjusted 0.157)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,61,SIVAKOV Pavel,pavel-sivakov,0.07135,0.37,53,69,0.38,high,inferred helper; tactics unconfirmed,0.0406,0.0615,0.0,0.1654,0.0774,0.94,"2025 #2 Veneto Classic (1.Pro) 61k (hilly; field 829/171; ProfileScore 76, 2645vm, 216.0km; adjusted 0.074); 2025 #2 Veneto Classic (1.Pro) 61k (hilly; field 372/154; ProfileScore 83, 1552vm, 161.2km; adjusted 0.056)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,62,DOUBLE Paul,paul-double,0.07104,0.29,55,69,0.417,high,inferred protected option,0.0,0.0473,0.0,0.1877,0.0617,1.045,"2026 #9 Tour of Oman (2.Pro) (hilly; field 338/131; ProfileScore 85, 1606vm, 191.3km; adjusted 0.065); 2025 #1 Tour of Guangxi (2.UWT) (hilly; field 326/138; ProfileScore 156, 1976vm, 165.8km; adjusted 0.061)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,63,GONZÁLEZ David,david-gonzalez-lopez,0.06969,0.19,56,70,0.503,high,inferred co-option,0.0027,0.0052,0.0,0.4708,0.2054,1.0,2026 #11 Giro d'Italia (2.UWT) (flat; field-class proxy 0.88; matched saved PCS/Scorito stage profile; adjusted 0.199); 2026 #12 Giro d'Italia (2.UWT) (flat; field-class proxy 0.88; matched saved PCS/Scorito stage profile; adjusted 0.183)
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,64,DEBRUYNE Ramses,ramses-debruyne,0.06691,0.13,58,70,0.542,medium-high,inferred helper; tactics unconfirmed,0.0001,0.0095,0.0553,0.3539,0.1996,0.94,"2026 #2 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 773/163; ProfileScore 234, 3202vm, 146.2km; adjusted 0.166); 2026 #5 S14 Stage 14 - Mulhouse › Le Markstein (hilly; field 1567/187; ProfileScore 108, 2784vm, 181.9km; adjusted 0.152)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,65,CASTRILLO Pablo,pablo-castrillo-zapater,0.06675,0.14,58,72,0.444,high,inferred helper; tactics unconfirmed,0.0154,0.0497,0.0,0.1929,0.0417,0.94,"2026 #9 Tour de France (2.UWT) (hilly; field 1567/187; ProfileScore 108, 2784vm, 181.9km; adjusted 0.115); 2026 #10 S7 Stage 7 - La Bridoire › Grand Colombier (hilly; field 773/155; ProfileScore 54, 2111vm, 167.4km; adjusted 0.076)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,66,NORDHAGEN Jørgen,jorgen-nordhagen,0.06401,0.13,58,74,0.381,high,inferred helper; tactics unconfirmed,0.0009,0.043,0.0,0.1718,0.1012,0.94,2026 #6 UAE Tour (2.UWT) (unknown; field-class proxy 0.88; result profile unavailable; adjusted 0.068); 2026 #2 O Gran Camiño - The Historical Route (2.1) (unknown; field-class proxy 0.60; result profile unavailable; adjusted 0.065)
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,67,CANAL Carlos,carlos-canal,0.06296,0.08,60,74,0.424,high,inferred helper; tactics unconfirmed,0.0047,0.0349,0.0,0.2543,0.1133,0.94,"2026 #3 Baloise Belgium Tour (2.Pro) (hilly; field 368/166; ProfileScore 121, 2661vm, 173.0km; adjusted 0.114); 2026 #1 O Gran Camiño - The Historical Route (2.1) (hilly; field 96/122; ProfileScore 84, 1681vm, 148.6km; adjusted 0.086)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,68,OLIVEIRA Ivo,ivo-emanuel-alves,0.06109,0.06,61,75,0.424,high,inferred helper; tactics unconfirmed,0.0478,0.0377,0.0,0.2573,0.0595,0.94,2026 #3 Sibiu Cycling Tour (2.1) (hilly; field-class proxy 0.60; one-day race proxy; exact profile unavailable; adjusted 0.109); 2026 #4 Sibiu Cycling Tour (2.1) (hilly; field-class proxy 0.60; one-day race proxy; exact profile unavailable; adjusted 0.100)
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,69,COBO Iván,ivan-cobo-cayon,0.05977,0.05,61,77,0.394,high,inferred co-option,0.0019,0.0205,0.0,0.2828,0.1415,1.0,"2026 #2 Tour of Slovenia (2.Pro) (hilly; field 202/125; ProfileScore 108, 2066vm, 133.5km; adjusted 0.101); 2026 #5 Vuelta a Andalucia Ruta Ciclista Del Sol (2.Pro) (hilly; field 331/125; ProfileScore 121, 2749vm, 138.6km; adjusted 0.091)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,70,STEINHAUSER Georg,georg-steinhauser,0.05928,0.02,64,76,0.536,medium-high,inferred helper; tactics unconfirmed,0.0,0.0168,0.057,0.3032,0.0703,0.94,"2026 #6 Paris-Nice (2.UWT) (hilly; field 659/121; ProfileScore 157, 2479vm, 129.2km; adjusted 0.109); 2026 #11 Tour de France (2.UWT) (hilly; field 1567/189; ProfileScore 16, 167vm, 19.6km; adjusted 0.097)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,71,VANSEVENANT Mauri,mauri-vansevenant,0.05677,0.03,64,78,0.408,high,inferred helper; tactics unconfirmed,0.0044,0.0283,0.0,0.2298,0.096,0.94,"2026 #7 S8 Stage 8 - Beaufort › Plateau de Solaison - Brison (hilly; field 668/186; ProfileScore 135, 3400vm, 257.2km; adjusted 0.093); 2026 #11 S8 Stage 8 - Beaufort › Plateau de Solaison - Brison (hilly; field 773/158; ProfileScore 153, 3687vm, 234.3km; adjusted 0.070)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,72,SVESTAD-BÅRDSENG Embret,embret-svestad-bardseng,0.05238,0.02,65,79,0.437,high,inferred helper; tactics unconfirmed,0.0,0.028,0.0,0.1938,0.1068,0.94,2026 #8 Czech Tour (2.Pro) (hilly; field-class proxy 0.72; one-day race proxy; exact profile unavailable; adjusted 0.085); 2026 #24 Giro d'Italia (2.UWT) (flat; field-class proxy 0.88; matched saved PCS/Scorito stage profile; adjusted 0.064)
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,73,FORTUNATO Lorenzo,lorenzo-fortunato,0.0523,0.01,66,80,0.412,high,inferred helper; tactics unconfirmed,0.0037,0.0313,0.0,0.2341,0.0605,0.94,"2026 #8 Itzulia Basque Country (2.UWT) (hilly; field 702/156; ProfileScore 154, 2709vm, 152.8km; adjusted 0.095); 2026 #9 Itzulia Basque Country (2.UWT) (hilly; field 702/151; ProfileScore 207, 3119vm, 167.2km; adjusted 0.087)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,74,RENARD-HAQUIN Henri-François,henri-francois-renard-haquin,0.05092,0.01,67,81,0.428,high,inferred protected option,0.0,0.0009,0.0,0.2865,0.244,1.045,"2026 #5 Tour Auvergne - Rhône-Alpes (2.UWT) (flat; field 773/153; ProfileScore 48, 2200vm, 195.8km; adjusted 0.318); 2026 #2 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 773/158; ProfileScore 153, 3687vm, 234.3km; adjusted 0.166)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,75,TILLER Rasmus,rasmus-tiller,0.04843,0.01,68,82,0.433,high,inferred helper; tactics unconfirmed,0.0005,0.0102,0.0,0.3339,0.1229,0.94,"2026 #1 4 Jours de Dunkerque / GP des Hauts de France (2.Pro) (flat; field 173/130; ProfileScore 4, 443vm, 157.7km; adjusted 0.265); 2026 #6 PostNord Tour of Denmark (2.Pro) (hilly; field-class proxy 0.72; one-day race proxy; exact profile unavailable; adjusted 0.101)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,76,THORNLEY Callum,callum-thornley,0.04739,0.0,69,83,0.439,high,inferred helper; tactics unconfirmed,0.0257,0.0329,0.0,0.1529,0.0537,0.94,"2026 #16 S8 Stage 8 - Beaufort › Plateau de Solaison - Brison (flat; field 773/153; ProfileScore 48, 2200vm, 195.8km; adjusted 0.112); 2025 #5 Coppa Agostoni - Giro delle Brianze (1.1) (hilly; field-class proxy 0.60; one-day race proxy; exact profile unavailable; adjusted 0.041)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,77,TJØTTA Martin,martin-tjotta,0.04734,0.0,71,83,0.53,medium-high,inferred helper; tactics unconfirmed,0.0,0.0034,0.0582,0.2486,0.161,0.94,"2026 #3 S11 Stage 11 - Porcari (Paper District) › Chiavari (hilly; field 955/180; ProfileScore 152, 1804vm, 156.0km; adjusted 0.151); 2026 #3 Tour of Oman (2.Pro) (hilly; field 338/131; ProfileScore 85, 1606vm, 191.3km; adjusted 0.109)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,78,CHAMBERLAIN Oscar,oscar-chamberlain,0.04591,0.0,71,85,0.42,high,inferred helper; tactics unconfirmed,0.0245,0.0165,0.0,0.2132,0.116,0.94,"2026 #3 Santos Tour Down Under (2.UWT) (hilly; field-class proxy 0.88; ProfileScore 38, 1894vm, 176.0km; adjusted 0.172); 2026 #8 4 Jours de Dunkerque / GP des Hauts de France (2.Pro) (flat; field 173/130; ProfileScore 4, 443vm, 157.7km; adjusted 0.144)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,79,HIRT Jan,jan-hirt,0.04412,0.0,72,86,0.451,high,inferred co-option,0.0025,0.0266,0.0,0.1544,0.0244,1.0,"2026 #12 Giro d'Italia (2.UWT) (hilly; field 955/168; ProfileScore 181, 3257vm, 202.0km; adjusted 0.075); 2026 #16 Giro d'Italia (2.UWT) (hilly; field-class proxy 0.88; matched saved PCS/Scorito stage profile; adjusted 0.052)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,80,ROMELE Alessandro,alessandro-romele,0.04224,0.0,73,87,0.497,high,inferred helper; tactics unconfirmed,0.0,0.0018,0.0,0.2907,0.1649,0.94,"2026 #3 Tour de Pologne (2.UWT) (hilly; field 462/157; ProfileScore 17, 878vm, 193.5km; adjusted 0.128); 2026 #5 UAE Tour (2.UWT) (hilly; field 528/156; ProfileScore 49, 1018vm, 118.0km; adjusted 0.112)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,81,PAASSCHENS Mathijs,mathijs-paasschens,0.04078,0.0,74,88,0.505,high,inferred helper; tactics unconfirmed,0.0001,0.0006,0.2447,0.0303,0.0231,0.94,"2026 #25 Volta Comunitat Valenciana (2.Pro) (hilly; field-class proxy 0.72; ProfileScore 0, 934vm, 200.0km; adjusted 0.021); 2026 #14 S4 Stage 4 - Bourges › Uchon (itt; field 659/164; ProfileScore 12, 212vm, 23.5km; adjusted 0.010)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,82,RODRÍGUEZ Carlos,carlos-rodriguez-cano,0.04069,0.0,75,89,0.415,high,inferred helper; tactics unconfirmed,0.0156,0.0226,0.0,0.1688,0.0508,0.94,"2026 #12 Paris-Nice (2.UWT) (hilly; field 659/121; ProfileScore 157, 2479vm, 129.2km; adjusted 0.065); 2026 #13 Paris-Nice (2.UWT) (hilly; field 659/148; ProfileScore 178, 2724vm, 206.3km; adjusted 0.060)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,83,MOLARD Rudy,rudy-molard,0.04023,0.0,75,91,0.387,high,inferred co-option,0.0105,0.0134,0.0,0.2225,0.0995,1.0,"2026 #5 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 773/163; ProfileScore 234, 3202vm, 146.2km; adjusted 0.128); 2026 #12 Volta Ciclista a Catalunya (2.UWT) (hilly; field 821/165; ProfileScore 97, 2844vm, 151.0km; adjusted 0.071)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,84,HERRADA Jesús,jesus-herrada-lopez,0.04009,0.0,76,92,0.383,high,inferred co-option,0.0164,0.0161,0.0,0.1879,0.1026,1.0,"2026 #6 Vuelta a Burgos (2.Pro) (hilly; field 154/118; ProfileScore 135, 2563vm, 190.6km; adjusted 0.066); 2026 #6 Volta Ciclista a Catalunya (2.UWT) (hilly; field 62/107; ProfileScore 117, 2361vm, 175.5km; adjusted 0.057)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,85,MÜHLBERGER Gregor,gregor-muhlberger,0.03918,0.0,78,92,0.425,high,inferred helper; tactics unconfirmed,0.0005,0.0165,0.0,0.1688,0.1035,0.94,"2026 #3 La Vuelta Ciclista a España (2.UWT) (unknown; field-class proxy 0.88; ProfileScore 1, 124vm, 48.0km; adjusted 0.094); 2026 #1 Tour of Austria (2.1) Austria (hilly; field 108/142; ProfileScore 153, 2718vm, 188.0km; adjusted 0.090)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,86,RUIZ Ibon,ibon-ruiz,0.03857,0.0,78,94,0.38,high,inferred helper; tactics unconfirmed,0.0005,0.0203,0.0,0.1596,0.0627,0.94,"2026 #5 Presidential Cycling Tour of Türkiye (2.Pro) (hilly; field 98/128; ProfileScore 245, 3054vm, 185.2km; adjusted 0.065); 2026 #13 Trofeo Andratx - Pollença (1.1) (hilly; field-class proxy 0.60; one-day race proxy; exact profile unavailable; adjusted 0.046)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,87,OMRZEL Jakob,jakob-omrzel,0.03821,0.0,79,95,0.385,high,inferred helper; tactics unconfirmed,0.0,0.014,0.0,0.2126,0.096,0.94,"2026 #3 Tour of Slovenia (2.Pro) (unknown; field-class proxy 0.72; result profile unavailable; adjusted 0.072); 2026 #2 La Vuelta Ciclista a España (2.UWT) (hilly; field 30/53; ProfileScore 151, 3520vm, 165.0km; adjusted 0.066)"
16,08 September 2026,Cortegana,La Rábida. Palos de la Frontera,flat,sprint,88,LUTSENKO Alexey,aleksey-lutsenko,0.03757,0.0,81,95,0.446,high,inferred helper; tactics unconfirmed,0.0064,0.0253,0.0,0.1298,0.0536,0.94,"2026 #14 Tour de Pologne (2.UWT) (hilly; field 462/148; ProfileScore 239, 2794vm, 125.5km; adjusted 0.049); 2025 #3 Settimana Internazionale Coppi e Bartali (2.1) (hilly; field 189/139; ProfileScore 95, 1922vm, 132.5km; adjusted 0.040)"
